proj_name,exptid,label,checkpoint,repeats,success_rate_mean,success_rate_std,mean_mxd_mean,mean_mxd_std,mean_normalized_waypoints_mean,mean_normalized_waypoints_std,fall_rate_mean,fall_rate_std,stuck_rate_mean,stuck_rate_std,mean_edge_violation_mean,mean_edge_violation_std,mean_heading_loss_mean,mean_heading_loss_std,iteration
parkour_new,010-distill-phase2-7500-tt,TT student,400,5,0.3533596837944664,0.0569259160774868,6.7178206507396325,0.5363478136769491,0.571590909090909,0.0466627245903054,0.3648221343873518,0.0092273656363073,0.2778656126482214,0.0517167659566676,0.1378048572938924,0.0059054149529717,0.0,0.0,400
parkour_new,010-distill-phase2-7500-tt,TT student,800,5,0.0656126482213438,0.0135054146745216,2.231046355854381,0.1885192015852794,0.2138833992094861,0.0138035202232669,0.1802371541501976,0.0149467750207028,0.7525691699604743,0.0258205948783866,0.0572817499421449,0.0131851988452718,0.0,0.0,800
parkour_new,010-distill-phase2-7500-tt,TT student,1200,5,0.5023715415019764,0.0170808620050054,7.6663177611799584,0.1888337758715243,0.6595355731225296,0.0131456818269131,0.4308300395256917,0.0148550359470087,0.0660079051383399,0.0127772568183751,0.1480368593634837,0.0095363947025067,0.0,0.0,1200
parkour_new,010-distill-phase2-7500-tt,TT student,1600,5,0.6545454545454547,0.0272196883584207,9.356582966764924,0.2615567663354419,0.7958498023715415,0.0168759834484929,0.3328063241106719,0.0278999312119854,0.0126482213438735,0.0106975245871338,0.109096551136972,0.0098772633535472,0.0,0.0,1600
parkour_new,010-distill-phase2-7500-tt,TT student,2000,5,0.6691699604743083,0.0231992578511133,9.469032199674915,0.1993850144288451,0.8004940711462452,0.0127344381941713,0.3245059288537549,0.0190790804524065,0.0059288537549407,0.0036972899078793,0.1214597964711839,0.0096455894096728,0.0,0.0,2000
parkour_new,010-distill-phase2-7500-tt,TT student,2400,5,0.7059288537549407,0.0315091912527617,9.829033021681866,0.2725338046104611,0.8295948616600791,0.0201613418210692,0.283399209486166,0.0229027424597915,0.0106719367588932,0.0118247235586178,0.0974205711050774,0.0085270731139446,0.0,0.0,2400
parkour_new,010-distill-phase2-7500-tt,TT student,2800,5,0.7608695652173912,0.0236742066219583,10.251586035117802,0.2796824146152514,0.8645256916996047,0.0147701658122764,0.2347826086956521,0.0228515249321142,0.0039525691699604,0.0048408888197296,0.0886985815510098,0.0080444216761334,0.0,0.0,2800
parkour_new,010-distill-phase2-7500-tt,TT student,3200,5,0.7656126482213439,0.0271190607002599,10.284904314406775,0.3299053401684544,0.8700592885375492,0.0192402494848031,0.2324110671936758,0.0276891505711357,0.0019762845849802,0.0019762845849802,0.0985341970098088,0.0038577576644851,0.0,0.0,3200
parkour_new,010-distill-phase2-7500-tt,TT student,3600,5,0.7699604743083004,0.0177095389859445,10.379239878352925,0.2930542940229692,0.8710968379446641,0.0115637982427459,0.2280632411067193,0.0171493226481554,0.0015810276679841,0.0025767598439536,0.1051448317425137,0.0051542865893359,0.0,0.0,3600
parkour_new,010-distill-phase2-7500-tt,TT student,4000,5,0.8051383399209486,0.0163327695742248,10.609531619944592,0.2192792839065059,0.8942193675889328,0.0089059664681635,0.1928853754940711,0.0152826995487598,0.0019762845849802,0.0013974442315939,0.1010597490394393,0.0061093935928895,0.0,0.0,4000
parkour_new,010-distill-phase2-7500-tt,TT student,4400,5,0.7818181818181819,0.0205191262488812,10.557327035952934,0.2392047578268975,0.8845849802371542,0.0148112196308224,0.2130434782608695,0.0225504376689263,0.0051383399209486,0.0043298225889736,0.1154771800516207,0.0067287468131573,0.0,0.0,4400
parkour_new,010-distill-phase2-7500-tt,TT student,4800,5,0.8316205533596838,0.0239774717598467,10.85782926751691,0.2367313368060955,0.912598814229249,0.0125968765463354,0.1652173913043478,0.022166126312743,0.0031620553359683,0.0029971839699808,0.1174385802052291,0.0053570397629597,0.0,0.0,4800
parkour_new,010-distill-phase2-7500-tt,TT student,5000,5,0.7956521739130434,0.0187278383248729,10.573052677900892,0.3075888513088969,0.8899703557312254,0.0150778744379812,0.2031620553359683,0.0193332760496373,0.0011857707509881,0.0010824556472434,0.1028795603865025,0.0075024528270503,0.0,0.0,5000
parkour_new,010-distill-phase2-7500-tt,TT student,5500,5,0.8351778656126483,0.0202798000511704,10.864590452311068,0.2619213385261741,0.9150691699604744,0.011752248429763,0.1612648221343873,0.0219447693952431,0.0035573122529644,0.0038014593007255,0.108585102838583,0.0031445298129402,0.0,0.0,5500
parkour_new,010-distill-phase2-7500-tt,TT student,6000,5,0.8339920948616601,0.0169431108690536,10.863909800439012,0.2337806305117907,0.9125,0.0116754040277167,0.1636363636363636,0.0167343582055466,0.0023715415019762,0.0016534783133084,0.1065835028948797,0.0045328585539043,0.0,0.0,6000
