label,iteration,checkpoint,success_rate_gap,success_rate_teacher,success_rate_student,fall_rate_gap,fall_rate_teacher,fall_rate_student,stuck_rate_gap,stuck_rate_teacher,stuck_rate_student,mean_normalized_waypoints_gap,mean_normalized_waypoints_teacher,mean_normalized_waypoints_student,mean_mxd_gap,mean_mxd_teacher,mean_mxd_student,mean_edge_violation_gap,mean_edge_violation_teacher,mean_edge_violation_student
Base gap,6500,6500,0.19067516334597068,0.9355731225296442,0.7448979591836735,0.15666155790379388,0.0644268774703557,0.2210884353741496,0.0334467120181405,0.0,0.0334467120181405,0.13057387315927704,0.9757411067193678,0.8451672335600907,1.9484509119800695,11.68670935995965,9.73825844797958,0.0663486538016865,0.021112009241193,0.0874606630428795
Base gap,7000,7000,0.26890645586297757,0.9355731225296442,0.6666666666666666,0.2133509003074221,0.0644268774703557,0.2777777777777778,0.0532879818594104,0.0,0.0532879818594104,0.1730200182839935,0.9757411067193678,0.8027210884353743,2.382134328213919,11.68670935995965,9.304575031745731,0.08696672633525661,0.021112009241193,0.1080787355764496
Base gap,7500,7500,0.2864801520081022,0.9355731225296442,0.649092970521542,0.2587023742303245,0.0644268774703557,0.3231292517006802,0.0272108843537414,0.0,0.0272108843537414,0.202215029621862,0.9757411067193678,0.7735260770975058,2.7592216114092007,11.68670935995965,8.92748774855045,0.0785364419405612,0.021112009241193,0.0996484511817542
Base gap,8000,8000,0.156661557903794,0.9355731225296442,0.7789115646258502,0.15666155790379388,0.0644268774703557,0.2210884353741496,0.0,0.0,0.0,0.09889870309124993,0.9757411067193678,0.8768424036281178,1.6713312223949366,11.68670935995965,10.015378137564714,0.0612882400548832,0.021112009241193,0.0824002492960762
Base gap,8500,8500,0.1855731225296442,0.9355731225296442,0.75,0.16233049214415668,0.0644268774703557,0.2267573696145124,0.0226757369614512,0.0,0.0226757369614512,0.11859824957651066,0.9757411067193678,0.8571428571428571,1.8263815865383908,11.68670935995965,9.86032777342126,0.0745567180806569,0.021112009241193,0.0956687273218499
Base gap,9000,9000,0.2615368413505058,0.9355731225296442,0.6740362811791384,0.24282935835730873,0.0644268774703557,0.3072562358276644,0.0187074829931972,0.0,0.0187074829931972,0.1943493833633586,0.9757411067193678,0.7813917233560091,2.7615272554772474,11.68670935995965,8.925182104482403,0.07285420375425561,0.021112009241193,0.0939662129954486
Base gap,9500,9500,0.2570016939582156,0.9355731225296442,0.6785714285714286,0.2156184740035672,0.0644268774703557,0.2800453514739229,0.0408163265306122,0.0,0.0408163265306122,0.18542081193478732,0.9757411067193678,0.7903202947845804,2.6884925974628793,11.68670935995965,8.99821676249677,0.0801039905451073,0.021112009241193,0.1012159997863003
Base gap,10000,10000,0.2587023742303245,0.9355731225296442,0.6768707482993197,0.2246887687881477,0.0644268774703557,0.2891156462585034,0.0334467120181406,0.0,0.0334467120181406,0.17946843098240628,0.9757411067193678,0.7962726757369615,2.5833405846867947,11.68670935995965,9.103368775272855,0.0735619706811786,0.021112009241193,0.0946739799223716
Base gap,10500,10500,0.2309245964525467,0.9355731225296442,0.7046485260770975,0.21618536742760341,0.0644268774703557,0.2806122448979591,0.0147392290249433,0.0,0.0147392290249433,0.14595085728626123,0.9757411067193678,0.8297902494331065,2.070028943163708,11.68670935995965,9.616680416795942,0.0776572648948449,0.021112009241193,0.0987692741360379
Base gap,11000,11000,0.21561847400356715,0.9355731225296442,0.719954648526077,0.1816048685613903,0.0644268774703557,0.246031746031746,0.0334467120181405,0.0,0.0334467120181405,0.12781026771710025,0.9757411067193678,0.8479308390022675,1.9453150623533695,11.68670935995965,9.74139429760628,0.0782380178964639,0.021112009241193,0.0993500271376569
Base gap,11500,11500,0.2326252767246555,0.9355731225296442,0.7029478458049887,0.22128740824393,0.0644268774703557,0.2857142857142857,0.010204081632653,0.0,0.010204081632653,0.16600471216154467,0.9757411067193678,0.8097363945578231,2.427530524069459,11.68670935995965,9.259178835890191,0.072142982006447,0.021112009241193,0.09325499124764
Base gap,12000,12000,0.2864801520081023,0.9355731225296442,0.6490929705215419,0.2167522608516398,0.0644268774703557,0.2811791383219955,0.06859410430839,0.0,0.06859410430839,0.18754666227492334,0.9757411067193678,0.7881944444444444,2.574842664013884,11.68670935995965,9.111866695945766,0.0638024362264072,0.021112009241193,0.0849144454676002
Base gap,12500,12500,0.2768429637994855,0.9355731225296442,0.6587301587301587,0.22128740824393,0.0644268774703557,0.2857142857142857,0.0515873015873015,0.0,0.0515873015873015,0.1788306758803655,0.9757411067193678,0.7969104308390023,2.567584085960206,11.68670935995965,9.119125273999444,0.0952028422855312,0.021112009241193,0.1163148515267242
Base gap,13000,13000,0.3335323062031136,0.9355731225296442,0.6020408163265306,0.2791105374956307,0.0644268774703557,0.3435374149659864,0.0527210884353741,0.0,0.0527210884353741,0.23707897520009347,0.9757411067193678,0.7386621315192743,3.215458796606553,11.68670935995965,8.471250563353097,0.0939107611527672,0.021112009241193,0.1150227703939602
Base gap,13500,13500,0.26267062819857845,0.9355731225296442,0.6729024943310657,0.2365935306929095,0.0644268774703557,0.3010204081632652,0.0260770975056689,0.0,0.0260770975056689,0.17139019968988933,0.9757411067193678,0.8043509070294784,2.3878596598352946,11.68670935995965,9.298849700124356,0.0803477747367821,0.021112009241193,0.1014597839779751
Base gap,14000,14000,0.29158219282442877,0.9355731225296442,0.6439909297052154,0.2156184740035672,0.0644268774703557,0.2800453514739229,0.0759637188208616,0.0,0.0759637188208616,0.19491627678739498,0.9757411067193678,0.7808248299319728,2.6404031778297963,11.68670935995965,9.046306182129854,0.073747395163146,0.021112009241193,0.094859404404339
Base gap,14500,14500,0.322194437722388,0.9355731225296442,0.6133786848072562,0.275709176951413,0.0644268774703557,0.3401360544217687,0.046485260770975,0.0,0.046485260770975,0.23381933801188493,0.9757411067193678,0.7419217687074828,3.099274521642773,11.68670935995965,8.587434838316877,0.0772178221187684,0.021112009241193,0.0983298313599614
Base gap,15000,15000,0.3414688141396216,0.9355731225296442,0.5941043083900226,0.2791105374956307,0.0644268774703557,0.3435374149659864,0.0612244897959183,0.0,0.0612244897959183,0.22850471216154467,0.9757411067193678,0.7472363945578231,3.081651726509408,11.68670935995965,8.605057633450242,0.0821869741030746,0.021112009241193,0.1032989833442676
Base gap,15500,15500,0.3936230091509594,0.9355731225296442,0.5419501133786848,0.2983849139128643,0.0644268774703557,0.36281179138322,0.0935374149659864,0.0,0.0935374149659864,0.2917841906195945,0.9757411067193678,0.6839569160997733,3.796119858445195,11.68670935995965,7.890589501514455,0.0750122768330669,0.021112009241193,0.0961242860742599
Base gap,16000,16000,0.2570016939582156,0.9355731225296442,0.6785714285714286,0.2229880885160388,0.0644268774703557,0.2874149659863945,0.032312925170068,0.0,0.032312925170068,0.17273657157197542,0.9757411067193678,0.8030045351473923,2.4417533219965897,11.68670935995965,9.24495603796306,0.0711419082133747,0.021112009241193,0.0922539174545677
Base gap,16500,16500,0.3267295851146782,0.9355731225296442,0.608843537414966,0.2553010136861069,0.0644268774703557,0.3197278911564626,0.0702947845804988,0.0,0.0702947845804988,0.20837999560825649,0.9757411067193678,0.7673611111111113,2.7517227625384315,11.68670935995965,8.934986597421219,0.0777041408216136,0.021112009241193,0.0988161500628066
Base gap,17000,17000,0.3170923969060615,0.9355731225296442,0.6184807256235827,0.28818083228021113,0.0644268774703557,0.3526077097505668,0.0277777777777777,0.0,0.0277777777777777,0.23962999560825649,0.9757411067193678,0.7361111111111113,3.117750606125684,11.68670935995965,8.568958753833966,0.0767331164281151,0.021112009241193,0.0978451256693081
Base gap,17500,17500,0.24169557150923604,0.9355731225296442,0.6938775510204082,0.1969109910103699,0.0644268774703557,0.2613378684807256,0.0436507936507936,0.0,0.0436507936507936,0.15084031306857404,0.9757411067193678,0.8249007936507937,2.1743131038644936,11.68670935995965,9.512396256095156,0.0740373957246755,0.021112009241193,0.0951494049658685
Base gap,18000,18000,0.3318316259310047,0.9355731225296442,0.6037414965986395,0.2626706281985785,0.0644268774703557,0.3270975056689342,0.06859410430839,0.0,0.06859410430839,0.23013453075564894,0.9757411067193678,0.7456065759637188,3.0181097809240907,11.68670935995965,8.66859957903556,0.06810613698245531,0.021112009241193,0.0892181462236483
Base gap,18500,18500,0.2728747098312315,0.9355731225296442,0.6626984126984127,0.2354597438448371,0.0644268774703557,0.2998866213151928,0.0374149659863945,0.0,0.0374149659863945,0.19165663959918633,0.9757411067193678,0.7840844671201814,2.6621908785693744,11.68670935995965,9.024518481390276,0.061337043513446904,0.021112009241193,0.0824490527546399
Base gap,19000,19000,0.3522397891963108,0.9355731225296442,0.5833333333333334,0.2830787914638846,0.0644268774703557,0.3475056689342403,0.0680272108843537,0.0,0.0680272108843537,0.24267704776245158,0.9757411067193678,0.7330640589569162,3.2517126629300908,11.68670935995965,8.43499669702956,0.0760709224931529,0.021112009241193,0.0971829317343459
Base gap,19500,19500,0.35053910892420204,0.9355731225296442,0.5850340136054422,0.2808112177677396,0.0644268774703557,0.3452380952380953,0.0697278911564625,0.0,0.0697278911564625,0.21638736522276925,0.9757411067193678,0.7593537414965985,2.8256845650918585,11.68670935995965,8.861024794867792,0.0862449824562984,0.021112009241193,0.1073569916974914
Base gap,20000,20000,0.21278400688338572,0.9355731225296442,0.7227891156462585,0.18443933568157167,0.0644268774703557,0.2488662131519274,0.028344671201814,0.0,0.028344671201814,0.12887319288716825,0.9757411067193678,0.8468679138321995,1.941264121740284,11.68670935995965,9.745445238219366,0.0883701085797764,0.021112009241193,0.1094821178209694
TT gap,400,400,0.6158102766798419,0.9691699604743084,0.3533596837944664,0.3339920948616601,0.0308300395256917,0.3648221343873518,0.2778656126482214,0.0,0.2778656126482214,0.41452569169960496,0.986116600790514,0.571590909090909,5.056800236320308,11.77462088705994,6.7178206507396325,0.09393766114724972,0.0438671961466427,0.1378048572938924
TT gap,800,800,0.9035573122529645,0.9691699604743084,0.0656126482213438,0.1494071146245059,0.0308300395256917,0.1802371541501976,0.7525691699604743,0.0,0.7525691699604743,0.7722332015810279,0.986116600790514,0.2138833992094861,9.543574531205559,11.77462088705994,2.231046355854381,0.013414553795502195,0.0438671961466427,0.0572817499421449
TT gap,1200,1200,0.466798418972332,0.9691699604743084,0.5023715415019764,0.4,0.0308300395256917,0.4308300395256917,0.0660079051383399,0.0,0.0660079051383399,0.32658102766798436,0.986116600790514,0.6595355731225296,4.108303125879982,11.77462088705994,7.6663177611799584,0.10416966321684101,0.0438671961466427,0.1480368593634837
TT gap,1600,1600,0.3146245059288537,0.9691699604743084,0.6545454545454547,0.3019762845849802,0.0308300395256917,0.3328063241106719,0.0126482213438735,0.0,0.0126482213438735,0.19026679841897254,0.986116600790514,0.7958498023715415,2.418037920295017,11.77462088705994,9.356582966764924,0.06522935499032931,0.0438671961466427,0.109096551136972
TT gap,2000,2000,0.30000000000000004,0.9691699604743084,0.6691699604743083,0.2936758893280632,0.0308300395256917,0.3245059288537549,0.0059288537549407,0.0,0.0059288537549407,0.18562252964426884,0.986116600790514,0.8004940711462452,2.3055886873850255,11.77462088705994,9.469032199674915,0.07759260032454121,0.0438671961466427,0.1214597964711839
TT gap,2400,2400,0.2632411067193676,0.9691699604743084,0.7059288537549407,0.2525691699604743,0.0308300395256917,0.283399209486166,0.0106719367588932,0.0,0.0106719367588932,0.15652173913043488,0.986116600790514,0.8295948616600791,1.9455878653780747,11.77462088705994,9.829033021681866,0.0535533749584347,0.0438671961466427,0.0974205711050774
TT gap,2800,2800,0.20830039525691713,0.9691699604743084,0.7608695652173912,0.2039525691699604,0.0308300395256917,0.2347826086956521,0.0039525691699604,0.0,0.0039525691699604,0.1215909090909093,0.986116600790514,0.8645256916996047,1.523034851942139,11.77462088705994,10.251586035117802,0.044831385404367104,0.0438671961466427,0.0886985815510098
TT gap,3200,3200,0.20355731225296447,0.9691699604743084,0.7656126482213439,0.2015810276679841,0.0308300395256917,0.2324110671936758,0.0019762845849802,0.0,0.0019762845849802,0.11605731225296478,0.986116600790514,0.8700592885375492,1.4897165726531654,11.77462088705994,10.284904314406775,0.054667000863166094,0.0438671961466427,0.0985341970098088
TT gap,3600,3600,0.19920948616600798,0.9691699604743084,0.7699604743083004,0.1972332015810276,0.0308300395256917,0.2280632411067193,0.0015810276679841,0.0,0.0015810276679841,0.11501976284584992,0.986116600790514,0.8710968379446641,1.395381008707016,11.77462088705994,10.379239878352925,0.061277635595870995,0.0438671961466427,0.1051448317425137
TT gap,4000,4000,0.16403162055335974,0.9691699604743084,0.8051383399209486,0.1620553359683794,0.0308300395256917,0.1928853754940711,0.0019762845849802,0.0,0.0019762845849802,0.09189723320158116,0.986116600790514,0.8942193675889328,1.1650892671153485,11.77462088705994,10.609531619944592,0.0571925528927966,0.0438671961466427,0.1010597490394393
TT gap,4400,4400,0.1873517786561265,0.9691699604743084,0.7818181818181819,0.1822134387351778,0.0308300395256917,0.2130434782608695,0.0051383399209486,0.0,0.0051383399209486,0.10153162055335985,0.986116600790514,0.8845849802371542,1.2172938511070068,11.77462088705994,10.557327035952934,0.071609983904978,0.0438671961466427,0.1154771800516207
TT gap,4800,4800,0.1375494071146246,0.9691699604743084,0.8316205533596838,0.1343873517786561,0.0308300395256917,0.1652173913043478,0.0031620553359683,0.0,0.0031620553359683,0.07351778656126495,0.986116600790514,0.912598814229249,0.9167916195430301,11.77462088705994,10.85782926751691,0.0735713840585864,0.0438671961466427,0.1174385802052291
TT gap,5000,5000,0.17351778656126493,0.9691699604743084,0.7956521739130434,0.1723320158102766,0.0308300395256917,0.2031620553359683,0.0011857707509881,0.0,0.0011857707509881,0.0961462450592886,0.986116600790514,0.8899703557312254,1.2015682091590492,11.77462088705994,10.573052677900892,0.0590123642398598,0.0438671961466427,0.1028795603865025
TT gap,5500,5500,0.13399209486166008,0.9691699604743084,0.8351778656126483,0.13043478260869562,0.0308300395256917,0.1612648221343873,0.0035573122529644,0.0,0.0035573122529644,0.07104743083003962,0.986116600790514,0.9150691699604744,0.9100304347488724,11.77462088705994,10.864590452311068,0.0647179066919403,0.0438671961466427,0.108585102838583
TT gap,6000,6000,0.13517786561264822,0.9691699604743084,0.8339920948616601,0.13280632411067192,0.0308300395256917,0.1636363636363636,0.0023715415019762,0.0,0.0023715415019762,0.07361660079051402,0.986116600790514,0.9125,0.9107110866209283,11.77462088705994,10.863909800439012,0.062716306748237,0.0438671961466427,0.1065835028948797
