proj_name,exptid,label,checkpoint,repeats,success_rate_mean,success_rate_std,mean_mxd_mean,mean_mxd_std,mean_normalized_waypoints_mean,mean_normalized_waypoints_std,fall_rate_mean,fall_rate_std,stuck_rate_mean,stuck_rate_std,mean_edge_violation_mean,mean_edge_violation_std,mean_heading_loss_mean,mean_heading_loss_std,iteration
parkour_new,010-stuck-phase2-maxlevel,TT teacher,400,5,0.6229249011857707,0.018401746003138,8.794885457527966,0.1249165737594024,0.7542984189723321,0.0138544896846654,0.31699604743083,0.0188318249005084,0.0600790513833992,0.0234920309361568,0.1189745009013703,0.0135195478461608,0.0,0.0,400
parkour_new,010-stuck-phase2-maxlevel,TT teacher,800,5,0.7660079051383399,0.0412092063841212,10.091742191931946,0.4416950855752263,0.8611660079051383,0.0272635961686193,0.208695652173913,0.0300888922421632,0.025296442687747,0.0179722411769006,0.0933054149611128,0.0073748553342494,0.0,0.0,800
parkour_new,010-stuck-phase2-maxlevel,TT teacher,1200,5,0.8047430830039526,0.033228626289493,10.53282573965227,0.3133620113830176,0.8895750988142292,0.0168926096811054,0.1656126482213438,0.0327252677394658,0.0296442687747035,0.0072613332295944,0.0724979292195443,0.0066997062604416,0.0,0.0,1200
parkour_new,010-stuck-phase2-maxlevel,TT teacher,1600,5,0.8031620553359684,0.0334978779713969,10.411019816511706,0.3116531307218569,0.8848320158102766,0.0185781591328656,0.183399209486166,0.0281369071544891,0.0134387351778656,0.0137915781204489,0.071730473366602,0.0044711835958482,0.0,0.0,1600
parkour_new,010-stuck-phase2-maxlevel,TT teacher,2000,5,0.8292490118577074,0.033903506218567,10.68116001884928,0.3707588046355096,0.9030138339920948,0.0212684573332435,0.1403162055335968,0.0283305754680463,0.0304347826086956,0.0157855537926607,0.07326125213365,0.0030138628415049,0.0,0.0,2000
parkour_new,010-stuck-phase2-maxlevel,TT teacher,2400,5,0.8154150197628457,0.0411380619337841,10.538683906162207,0.4200497055107234,0.8951086956521739,0.0266950485502596,0.1683794466403162,0.0302442576068004,0.0162055335968379,0.0191811629384204,0.065358188205279,0.0040086520631212,0.0,0.0,2400
parkour_new,010-stuck-phase2-maxlevel,TT teacher,2800,5,0.8853754940711462,0.039103476160888,11.191822894995394,0.3606277538179918,0.942391304347826,0.01946524318889,0.1019762845849802,0.0342758630651048,0.0126482213438735,0.0119070121196775,0.0748730533759848,0.0056340991146467,0.0,0.0,2800
parkour_new,010-stuck-phase2-maxlevel,TT teacher,3200,5,0.9130434782608696,0.0330695662661689,11.4096174541905,0.3118630908232394,0.959486166007905,0.0171462976211798,0.0869565217391304,0.033069566266169,0.0,0.0,0.0590855500933777,0.0039001858393355,0.0,0.0,3200
parkour_new,010-stuck-phase2-maxlevel,TT teacher,3600,5,0.9043478260869566,0.0202798000511704,11.364105784681003,0.3034862953260043,0.9540019762845852,0.0117548445216964,0.0956521739130434,0.0202798000511704,0.0,0.0,0.0556468671152185,0.0008318555711855,0.0,0.0,3600
parkour_new,010-stuck-phase2-maxlevel,TT teacher,4000,5,0.8889328063241105,0.0354190779718891,11.108361152226744,0.3641722476087921,0.9411067193675888,0.0176302765528587,0.1110671936758893,0.035419077971889,0.0,0.0,0.0538562623023469,0.0026082245266128,0.0,0.0,4000
parkour_new,010-stuck-phase2-maxlevel,TT teacher,4400,5,0.8992094861660078,0.0342872560729199,11.30309628962057,0.3934057870353442,0.9506422924901186,0.0185205849438537,0.1007905138339921,0.0342872560729198,0.0,0.0,0.0493014966393483,0.0019065775899208,0.0,0.0,4400
parkour_new,010-stuck-phase2-maxlevel,TT teacher,4800,5,0.8873517786561264,0.0325637491171622,11.130003562416483,0.3251801559081445,0.9410573122529644,0.0159291020145622,0.1126482213438735,0.0325637491171622,0.0,0.0,0.0467967175041727,0.0021632751284449,0.0,0.0,4800
parkour_new,010-stuck-phase2-maxlevel,TT teacher,5000,5,0.93201581027668,0.0200376155820341,11.481388209059304,0.323259751547495,0.9649209486166008,0.01239985702218,0.0679841897233201,0.0200376155820341,0.0,0.0,0.0518385639328105,0.0026468757438195,0.0,0.0,5000
parkour_new,010-stuck-phase2-maxlevel,TT teacher,5500,5,0.8671936758893282,0.0351423189413363,11.1073381252204,0.2935866872706585,0.9326581027667984,0.0160854117165257,0.1328063241106719,0.0351423189413363,0.0,0.0,0.0449372418629943,0.002886846449081,0.0,0.0,5500
parkour_new,010-stuck-phase2-maxlevel,TT teacher,6000,5,0.9355731225296442,0.0307945473213951,11.5446114149725,0.2786633902916698,0.968181818181818,0.0148913486076174,0.0521739130434782,0.0243492376778837,0.0122529644268774,0.0174764355489597,0.0494466768857694,0.0113032078559315,0.0,0.0,6000
parkour_new,010-stuck-phase2-maxlevel,TT teacher,6500,5,0.890909090909091,0.0243412161860903,11.247456224822244,0.2719252107511092,0.944812252964427,0.0136447745728113,0.109090909090909,0.0243412161860903,0.0,0.0,0.0432391405029813,0.0047218579868187,0.0,0.0,6500
parkour_new,010-stuck-phase2-maxlevel,TT teacher,7000,5,0.9209486166007906,0.0228771480292296,11.420404189071164,0.3189224483908956,0.9617588932806324,0.01320127222959,0.0790513833992094,0.0228771480292296,0.0,0.0,0.0459517431182862,0.003918622378496,0.0,0.0,7000
parkour_new,010-stuck-phase2-maxlevel,TT teacher,7500,5,0.9691699604743084,0.0164519014927015,11.77462088705994,0.1935774274670315,0.986116600790514,0.0077519589653093,0.0308300395256917,0.0164519014927015,0.0,0.0,0.0438671961466427,0.0023584071557625,0.0,0.0,7500
