proj_name,exptid,label,checkpoint,repeats,success_rate_mean,success_rate_std,mean_mxd_mean,mean_mxd_std,mean_normalized_waypoints_mean,mean_normalized_waypoints_std,fall_rate_mean,fall_rate_std,stuck_rate_mean,stuck_rate_std,mean_edge_violation_mean,mean_edge_violation_std,teacher,source_checkpoint,iteration,mean_heading_loss_mean,mean_heading_loss_std
parkour_new,new_terrain_base_02,main,0,10,0.0,0.0,-0.05868360894942,5.461550898354001e-06,0.0,0.0,0.0079051383399209,0.0,0.9920948616600788,0.0,0.0,0.0,Base,0,0,,
parkour_new,new_terrain_base_02,main,500,10,0.1229249011857707,0.0097541206950617,4.268201325839687,0.0743038262017982,0.337598814229249,0.0079145509673508,0.4355731225296443,0.0257251226802734,0.441501976284585,0.0241753813175858,0.2940971216709008,0.0060864189932284,Base,500,500,,
parkour_new,new_terrain_base_02,main,1000,10,0.5118577075098815,0.0204810219889827,7.68343492114968,0.1777590875741714,0.6455533596837946,0.0175575395998542,0.4494071146245059,0.0135832729465925,0.0387351778656126,0.0110105836183273,0.119630750617032,0.0068440168434388,Base,1000,1000,,
parkour_new,new_terrain_base_02,main,1500,10,0.7648221343873518,0.015636395608579,10.350195104708314,0.0905614882525701,0.8727272727272727,0.008116011540862,0.2351778656126482,0.015636395608579,0.0,0.0,0.0664201149581907,0.0015759641308939,Base,1500,1500,,
parkour_new,new_terrain_base_02,main,2000,10,0.8387351778656125,0.0108677684465355,10.90430970401632,0.1392256005837483,0.924703557312253,0.0090192007736937,0.1612648221343873,0.0108677684465355,0.0,0.0,0.0712871688828707,0.0018636119485997,Base,2000,2000,,
parkour_new,new_terrain_base_02,main,3000,10,0.8920948616600791,0.0058759165009164,11.43085382220302,0.0556984244189979,0.9547430830039524,0.0034810108604364,0.1079051383399209,0.0058759165009164,0.0,0.0,0.0566646260480369,0.0013573468323386,Base,3000,3000,,
parkour_new,new_terrain_base_02,main,4000,10,0.9616600790513834,0.0079150135946643,11.867407043201649,0.0380425081684531,0.9890810276679844,0.003008970351499,0.0383399209486165,0.0079150135946643,0.0,0.0,0.0330023441603006,0.0006459054496074,Base,4000,4000,,
parkour_new,new_terrain_base_02,main,5000,10,0.9577075098814228,0.007715107231598,11.883569274118296,0.0248024665492306,0.9894268774703558,0.0019287768078995,0.042292490118577,0.007715107231598,0.0,0.0,0.0294052137569323,0.000792769463726,Base,5000,5000,,
parkour_new,new_terrain_base_02,main,5500,10,0.96798418972332,0.009090909090909,11.879217990490758,0.0354876297691784,0.989822134387352,0.0024920000420787,0.0320158102766798,0.009090909090909,0.0,0.0,0.0273912123082393,0.0007832948881346,Base,5500,5500,,
parkour_new,new_terrain_base_02,main,6000,10,0.9636363636363636,0.0094861660079051,11.885367075586506,0.0354223595061701,0.9905632411067192,0.0028677414744924,0.0363636363636363,0.0094861660079051,0.0,0.0,0.0246778860058866,0.0006501667920527,Base,6000,6000,,
parkour_new,new_terrain_base_02,main,6500,10,0.9849802371541502,0.0084403780648468,11.965587324021834,0.0382110126343948,0.995998023715415,0.0028762410232861,0.0150197628458498,0.0084403780648468,0.0,0.0,0.0230230046921555,0.0005404079130619,Base,6500,6500,,
parkour_new,new_terrain_base_02,main,7000,10,0.9715415019762844,0.0078655133368112,11.910445816761891,0.0295042423972788,0.9918478260869564,0.0026537646249003,0.0284584980237154,0.0078655133368112,0.0,0.0,0.023304400865476,0.0007837396140336,Base,7000,7000,,
parkour_new,new_terrain_base_02,main,7500,10,0.9849802371541502,0.0052436755578741,11.963792398136125,0.0207359693756751,0.9960474308300394,0.0015623901483045,0.0150197628458497,0.0052436755578741,0.0,0.0,0.0197697223173956,0.0003365790551776,Base,7500,7500,,
parkour_new,new_terrain_base_02,main,8000,10,0.7940711462450591,0.022250542205593,11.129486363937731,0.1224518045634784,0.9225790513833992,0.009343171467309,0.2059288537549407,0.0222505422055929,0.0,0.0,0.0509332981463569,0.0015170765441502,Base,8000,8000,,
parkour_new,new_terrain_base_02,main,8500,10,0.902766798418972,0.009386831689358,11.55590821615321,0.0810463508181225,0.9659584980237153,0.0062042825581174,0.0972332015810276,0.009386831689358,0.0,0.0,0.0353877630699065,0.0007898322893543,Base,8500,8500,,
parkour_new,new_terrain_base_02,main,9000,10,0.9106719367588934,0.0159284123949485,11.567777083089702,0.0869400175246474,0.967588932806324,0.0058717606785555,0.0893280632411067,0.0159284123949485,0.0,0.0,0.0306915179178218,0.0010133667224505,Base,9000,9000,,
parkour_new,new_terrain_base_02,main,9500,10,0.9130434782608696,0.0193635552789184,11.617820674793524,0.1204541214943755,0.9686264822134388,0.0087751542187444,0.0869565217391304,0.0193635552789184,0.0,0.0,0.0309079664133793,0.0012384206816842,Base,9500,9500,,
parkour_new,new_terrain_base_02,main,10000,10,0.8774703557312252,0.0093534858230823,11.253693068239528,0.0972470102610421,0.9468379446640316,0.0062190193587191,0.1225296442687746,0.0093534858230823,0.0,0.0,0.0321525632605457,0.0007967764112996,Base,10000,10000,,
parkour_new,new_terrain_base_02,main,10500,10,0.8885375494071145,0.0107230513567197,11.503421242835492,0.05664735362107,0.9593379446640315,0.0043413646741529,0.1114624505928853,0.0107230513567197,0.0,0.0,0.0352788184401933,0.00088597344839,Base,10500,10500,,
parkour_new,new_terrain_base_02,main,11000,10,0.925691699604743,0.0078655133368112,11.72334281507688,0.0586120359174332,0.976778656126482,0.0039339978730028,0.0743083003952569,0.0078655133368112,0.0,0.0,0.0256838533942694,0.0011567984153514,Base,11000,11000,,
parkour_new,new_terrain_base_02,main,11500,10,0.8964426877470355,0.0136692620282929,11.383801204672915,0.1296831235874342,0.9555335968379448,0.0087911349554499,0.1035573122529644,0.0136692620282929,0.0,0.0,0.0269308779017854,0.0005798957340778,Base,11500,11500,,
parkour_new,new_terrain_base_02,main,12000,10,0.9446640316205536,0.0121183476021785,11.74962188622697,0.0854190407884242,0.9807312252964429,0.0055635131463475,0.0553359683794466,0.0121183476021785,0.0,0.0,0.0254217231151427,0.0011268982155782,Base,12000,12000,,
parkour_new,new_terrain_base_02,main,12500,10,0.9288537549407117,0.0159087840296427,11.67040146292434,0.1050629323933584,0.973814229249012,0.0070046674302163,0.0711462450592885,0.0159087840296427,0.0,0.0,0.0253255641485821,0.0005992760767651,Base,12500,12500,,
parkour_new,new_terrain_base_02,main,13000,10,0.9249011857707512,0.0148944218825429,11.647480809476535,0.0913113026530162,0.9734683794466402,0.0063003273760111,0.075098814229249,0.0148944218825429,0.0,0.0,0.0223704582183011,0.0011560630887243,Base,13000,13000,,
parkour_new,new_terrain_base_02,main,13500,10,0.916205533596838,0.014768017148039,11.59376798208523,0.0792709691346835,0.967588932806324,0.0064766678293177,0.083794466403162,0.014768017148039,0.0,0.0,0.0279849019764662,0.0016026882557525,Base,13500,13500,,
parkour_new,new_terrain_base_02,main,14000,10,0.933201581027668,0.0087404523270735,11.752401996130056,0.046140995318001,0.9790019762845852,0.0028403720062855,0.066798418972332,0.0087404523270735,0.0,0.0,0.026754887712188,0.0008503861988598,Base,14000,14000,,
parkour_new,new_terrain_base_02,main,14500,10,0.8964426877470355,0.0098100186924828,11.486654756356604,0.0777861398135619,0.9616600790513836,0.0050781285207626,0.1035573122529644,0.0098100186924828,0.0,0.0,0.0226438508141858,0.0006659997511612,Base,14500,14500,,
parkour_new,new_terrain_base_02,main,15000,10,0.9355731225296442,0.0148996654742851,11.68670935995965,0.0892578642961275,0.9757411067193678,0.0063941663864,0.0644268774703557,0.0148996654742851,0.0,0.0,0.021112009241193,0.0007588406154508,Base,15000,15000,,
parkour_new,010-stuck-phase2-maxlevel,parkour_new/010-stuck-phase2-maxlevel,400,5,0.6229249011857707,0.018401746003138,8.794885457527966,0.1249165737594024,0.7542984189723321,0.0138544896846654,0.31699604743083,0.0188318249005084,0.0600790513833992,0.0234920309361568,0.1189745009013703,0.0135195478461608,Task-targeted,400,3900,0.0,0.0
parkour_new,010-stuck-phase2-maxlevel,parkour_new/010-stuck-phase2-maxlevel,800,5,0.7660079051383399,0.0412092063841212,10.091742191931946,0.4416950855752263,0.8611660079051383,0.0272635961686193,0.208695652173913,0.0300888922421632,0.025296442687747,0.0179722411769006,0.0933054149611128,0.0073748553342494,Task-targeted,800,4300,0.0,0.0
parkour_new,010-stuck-phase2-maxlevel,parkour_new/010-stuck-phase2-maxlevel,1200,5,0.8047430830039526,0.033228626289493,10.53282573965227,0.3133620113830176,0.8895750988142292,0.0168926096811054,0.1656126482213438,0.0327252677394658,0.0296442687747035,0.0072613332295944,0.0724979292195443,0.0066997062604416,Task-targeted,1200,4700,0.0,0.0
parkour_new,010-stuck-phase2-maxlevel,parkour_new/010-stuck-phase2-maxlevel,1600,5,0.8031620553359684,0.0334978779713969,10.411019816511706,0.3116531307218569,0.8848320158102766,0.0185781591328656,0.183399209486166,0.0281369071544891,0.0134387351778656,0.0137915781204489,0.071730473366602,0.0044711835958482,Task-targeted,1600,5100,0.0,0.0
parkour_new,010-stuck-phase2-maxlevel,parkour_new/010-stuck-phase2-maxlevel,2000,5,0.8292490118577074,0.033903506218567,10.68116001884928,0.3707588046355096,0.9030138339920948,0.0212684573332435,0.1403162055335968,0.0283305754680463,0.0304347826086956,0.0157855537926607,0.07326125213365,0.0030138628415049,Task-targeted,2000,5500,0.0,0.0
parkour_new,010-stuck-phase2-maxlevel,parkour_new/010-stuck-phase2-maxlevel,2400,5,0.8154150197628457,0.0411380619337841,10.538683906162207,0.4200497055107234,0.8951086956521739,0.0266950485502596,0.1683794466403162,0.0302442576068004,0.0162055335968379,0.0191811629384204,0.065358188205279,0.0040086520631212,Task-targeted,2400,5900,0.0,0.0
parkour_new,010-stuck-phase2-maxlevel,parkour_new/010-stuck-phase2-maxlevel,2800,5,0.8853754940711462,0.039103476160888,11.191822894995394,0.3606277538179918,0.942391304347826,0.01946524318889,0.1019762845849802,0.0342758630651048,0.0126482213438735,0.0119070121196775,0.0748730533759848,0.0056340991146467,Task-targeted,2800,6300,0.0,0.0
parkour_new,010-stuck-phase2-maxlevel,parkour_new/010-stuck-phase2-maxlevel,3200,5,0.9130434782608696,0.0330695662661689,11.4096174541905,0.3118630908232394,0.959486166007905,0.0171462976211798,0.0869565217391304,0.033069566266169,0.0,0.0,0.0590855500933777,0.0039001858393355,Task-targeted,3200,6700,0.0,0.0
parkour_new,010-stuck-phase2-maxlevel,parkour_new/010-stuck-phase2-maxlevel,3600,5,0.9043478260869566,0.0202798000511704,11.364105784681003,0.3034862953260043,0.9540019762845852,0.0117548445216964,0.0956521739130434,0.0202798000511704,0.0,0.0,0.0556468671152185,0.0008318555711855,Task-targeted,3600,7100,0.0,0.0
parkour_new,010-stuck-phase2-maxlevel,parkour_new/010-stuck-phase2-maxlevel,4000,5,0.8889328063241105,0.0354190779718891,11.108361152226744,0.3641722476087921,0.9411067193675888,0.0176302765528587,0.1110671936758893,0.035419077971889,0.0,0.0,0.0538562623023469,0.0026082245266128,Task-targeted,4000,7500,0.0,0.0
parkour_new,010-stuck-phase2-maxlevel,parkour_new/010-stuck-phase2-maxlevel,4400,5,0.8992094861660078,0.0342872560729199,11.30309628962057,0.3934057870353442,0.9506422924901186,0.0185205849438537,0.1007905138339921,0.0342872560729198,0.0,0.0,0.0493014966393483,0.0019065775899208,Task-targeted,4400,7900,0.0,0.0
